1656918300000,0.885
1656918600000,0.585
1656918900000,0.7500111
1656919200000,0.9999702
1656919500000,0.8699639
1656919800000,0.33
1656920100000,0.780021
1656920400000,1.999966
1656920700000,0.6999627
1656921000000,0.795
1656921300000,0.51
1656921600000,1.495
1656921900000,0.83
1656922200000,0.505
1656922500000,0.365
1656922800000,1.0649546
1656923100000,0.6199811
1656923400000,0.3449835
1656923700000,1.04
1656924000000,0.41
1656924300000,0.58
1656924600000,0.6550183
1656924900000,0.635
1656925200000,2.215
1656925500000,0.825
1656925800000,0.38
1656926100000,0.29
1656926400000,0.625
1656926700000,1.23
1656927000000,0.4350173
1656927300000,0.375
1656927600000,0.47
1656927900000,2.259893
1656928200000,0.47
1656928500000,0.885
1656928800000,0.605
1656929100000,1.79
1656929400000,0.4799815
1656929700000,0.51
1656930000000,0.355
1656930300000,0.48
1656930600000,0.73
1656930900000,0.585
1656931200000,0.84
1656931500000,0.725
1656931800000,2.45
1656932100000,0.31
1656932400000,0.485
1656932700000,0.98
1656933000000,0.7649649
1656933300000,0.68
1656933600000,0.5299799
1656933900000,0.555
1656934200000,2.23
1656934500000,0.595
1656934800000,0.585
1656935100000,0.98
1656935400000,2.2499885
1656935700000,1.805
1656936000000,1.24
1656936300000,1.0449597
1656936600000,0.97
1656936900000,0.685
1656937200000,1.005
1656937500000,1.1599892
1656937800000,1.1199957
1656938100000,0.43
1656938400000,0.295
1656938700000,0.239977
1656939000000,0.885
1656939300000,0.67
1656939600000,1.265
1656939900000,3.19
1656940200000,0.665
1656940500000,1.12
1656940800000,1.115
1656941100000,1.345
1656941400000,1.265
1656941700000,2.94
1656942000000,0.655
1656942300000,0.71
1656942600000,0.405
1656942900000,2.02
1656943200000,0.995
1656943500000,0.805
1656943800000,0.77
1656944100000,1.415
1656944400000,0.42
1656944700000,0.9648989
1656945000000,1.895
1656945300000,1.42
1656945600000,1.21
1656945900000,0.455
1656946200000,0.76
1656946500000,0.68
1656946800000,0.785
1656947100000,1.28
1656947400000,0.6300129
1656947700000,0.795
1656948000000,1.455
1656948300000,1.9495
1656948600000,3.08
1656948900000,0.825
1656949200000,1.855
1656949500000,0.815
1656949800000,0.81
1656950100000,0.46
1656950400000,3.175
1656950700000,2.1698555
1656951000000,0.93
1656951300000,0.78
1656951600000,0.595
1656951900000,1.14
1656952200000,0.57
1656952500000,0.445
1656952800000,0.47
1656953100000,1.03
1656953400000,0.61
1656953700000,0.7150167
1656954000000,0.75
1656954300000,1.735
1656954600000,1.3799583
1656954900000,1.295
1656955200000,1.055
1656955500000,1.53
1656955800000,0.519981
1656956100000,1.3399635
1656956400000,0.9849535
1656956700000,1.5
1656957000000,0.895
1656957300000,0.6899551
1656957600000,0.45
1656957900000,1.91
1656958200000,0.63
1656958500000,0.5849776
1656958800000,0.945
1656959100000,2.02
1656959400000,0.535
1656959700000,0.625
1656960000000,0.47
1656960300000,0.8349675
1656960600000,1.395
1656960900000,1.115
1656961200000,1.135
1656961500000,1.03
1656961800000,0.97
1656962100000,0.69
1656962400000,0.85
1656962700000,2.12
1656963000000,1.07
1656963300000,0.365
1656963600000,0.58
1656963900000,0.7499477
1656964200000,1.845
1656964500000,0.825
1656964800000,1.265
1656965100000,0.8299681
1656965400000,3.86
1656965700000,0.7200517
1656966000000,0.9599692
1656966300000,0.7000111
1656966600000,0.555
1656966900000,1.465
1656967200000,0.84
1656967500000,0.5749712
1656967800000,0.6000129
1656968100000,0.8999657
1656968400000,0.665
1656968700000,2.235
1656969000000,3.3049875
1656969300000,3.28
1656969600000,2.595
1656969900000,2.765
1656970200000,2.45
1656970500000,3.155
1656970800000,1.93
1656971100000,2.42
1656971400000,3.005
1656971700000,4.5199795
1656972000000,2.33
1656972300000,2.63
1656972600000,2.125
1656972900000,4.37
1656973200000,2.845
1656973500000,2.55
1656973800000,2.68
1656974100000,2.475
1656974400000,2.065
1656974700000,2.47
1656975000000,2.27
1656975300000,3.265
1656975600000,2.43
1656975900000,2.7199325
1656976200000,2.379967
1656976500000,2.339914
1656976800000,3.149949
1656977100000,2.649974
1656977400000,2.73
1656977700000,2.215
1656978000000,3.23
1656978300000,3.1599955
1656978600000,3.065
1656978900000,2.385
1656979200000,3.88
1656979500000,2.91
1656979800000,2.494962
1656980100000,2.78
1656980400000,3.835
1656980700000,2.61
1656981000000,2.409943
1656981300000,2.529984
1656981600000,2.405
1656981900000,3.51
1656982200000,2.26
